Time	Event Type	Plate ID	Insp. ID	Plate Type	Light Path	Setting	Project	Experiment	User Name	Group	Duration
2019/10/05 06:43:33	Plate Inspection (Scheduled)	10837	104546	96 Well Greiner Hanging, 1 Drop	Ultraviolet	UV 100ms	Fab	20191002_JCSGG4Ref_45D8.1_13mg/ml	cbillesboelle	Manglik	13.9 minutes
2019/10/05 06:24:20	Plate Inspection (Scheduled)	10837	104546	96 Well Greiner Hanging, 1 Drop	Visible	Cross Polarized	Fab	20191002_JCSGG4Ref_45D8.1_13mg/ml	cbillesboelle	Manglik	19.2 minutes
2019/10/05 06:23:50	Plate Move - Imager to Stage	10604		96 Well Greiner Hanging, 3 Drop	Plate Movement		190822_Her2_fab	se-16-PEGs I	susannaelledge	Wells	0 minute
2019/10/05 06:23:37	Plate Move - Storage to Stage	10837		96 Well Greiner Hanging, 1 Drop	Plate Movement		Fab	20191002_JCSGG4Ref_45D8.1_13mg/ml	cbillesboelle	Manglik	0 minute
2019/10/05 06:09:07	Plate Inspection (Scheduled)	10604	104543	96 Well Greiner Hanging, 3 Drop	Visible		190822_Her2_fab	se-16-PEGs I	susannaelledge	Wells	14.6 minutes
2019/10/05 06:08:37	Plate Move - Imager to Stage	10602		96 Well Greiner Hanging, 3 Drop	Plate Movement		190822_Her2_fab	se-12-PEGs I	susannaelledge	Wells	0 minute
2019/10/05 06:07:47	Plate Move - Storage to Stage	10604		96 Well Greiner Hanging, 3 Drop	Plate Movement		190822_Her2_fab	se-16-PEGs I	susannaelledge	Wells	0 minute
2019/10/05 05:50:33	Plate Inspection (Scheduled)	10602	104540	96 Well Greiner Hanging, 3 Drop	Visible		190822_Her2_fab	se-12-PEGs I	susannaelledge	Wells	17.9 minutes
2019/10/05 05:50:03	Plate Move - Storage to Stage	10602		96 Well Greiner Hanging, 3 Drop	Plate Movement		190822_Her2_fab	se-12-PEGs I	susannaelledge	Wells	0 minute
2019/10/05 05:14:29	Plate Move - Imager to Stage	10820		96 Well MRC, 3 Drop - echo	Plate Movement		bfaust	friday_setup_timeseries-Additive Screen-27-Sep-19-20C	bryan	Manglik	0 minute
2019/10/05 05:08:16	Plate Inspection (Scheduled)	10820	104534	96 Well MRC, 3 Drop - echo	Visible	Visible (Default)	bfaust	friday_setup_timeseries-Additive Screen-27-Sep-19-20C	bryan	Manglik	6 minutes
2019/10/05 05:07:46	Plate Move - Storage to Stage	10820		96 Well MRC, 3 Drop - echo	Plate Movement		bfaust	friday_setup_timeseries-Additive Screen-27-Sep-19-20C	bryan	Manglik	0 minute
2019/10/05 04:46:55	Plate Move - Imager to Stage	10819		96 Well MRC, 3 Drop - echo	Plate Movement		bfaust	drop2_Additive Screen-24-Sep-19-20C	bryan	Manglik	0 minute
2019/10/05 04:40:25	Plate Inspection (Scheduled)	10819	104530	96 Well MRC, 3 Drop - echo	Visible	Visible (Default)	bfaust	drop2_Additive Screen-24-Sep-19-20C	bryan	Manglik	6.2 minutes
2019/10/05 04:39:55	Plate Move - Imager to Stage	10818		96 Well MRC, 3 Drop - echo	Plate Movement		bfaust	drop2_Additive Screen-24-Sep-19-20C (2)	bryan	Manglik	0 minute
2019/10/05 04:39:24	Plate Move - Storage to Stage	10819		96 Well MRC, 3 Drop - echo	Plate Movement		bfaust	drop2_Additive Screen-24-Sep-19-20C	bryan	Manglik	0 minute
2019/10/05 04:33:33	Plate Inspection (Scheduled)	10818	104528	96 Well MRC, 3 Drop - echo	Visible	Visible (Default)	bfaust	drop2_Additive Screen-24-Sep-19-20C (2)	bryan	Manglik	6.2 minutes
2019/10/05 04:33:03	Plate Move - Imager to Stage	10816		96 Well MRC, 3 Drop - echo	Plate Movement		bfaust	drop2_Additive Screen-24-Sep-19-20C (1)	bryan	Manglik	0 minute
2019/10/05 04:32:38	Plate Move - Storage to Stage	10818		96 Well MRC, 3 Drop - echo	Plate Movement		bfaust	drop2_Additive Screen-24-Sep-19-20C (2)	bryan	Manglik	0 minute
2019/10/05 04:26:38	Plate Inspection (Scheduled)	10816	104526	96 Well MRC, 3 Drop - echo	Visible	Visible (Default)	bfaust	drop2_Additive Screen-24-Sep-19-20C (1)	bryan	Manglik	6.3 minutes
2019/10/05 04:26:10	Plate Move - Storage to Stage	10816		96 Well MRC, 3 Drop - echo	Plate Movement		bfaust	drop2_Additive Screen-24-Sep-19-20C (1)	bryan	Manglik	0 minute
2019/10/05 03:26:57	Plate Move - Imager to Stage	10834		96 Well MRC, 2 Drop	Plate Movement		20191001_nSM_d391	ammonium_pottasium_citrate	galen	Fraser	0 minute
2019/10/05 03:17:33	Plate Inspection (Scheduled)	10834	104522	96 Well MRC, 2 Drop	Visible		20191001_nSM_d391	ammonium_pottasium_citrate	galen	Fraser	9.2 minutes
2019/10/05 03:17:04	Plate Move - Storage to Stage	10834		96 Well MRC, 2 Drop	Plate Movement		20191001_nSM_d391	ammonium_pottasium_citrate	galen	Fraser	0 minute
2019/10/05 02:38:26	Plate Move - Imager to Stage	10848		96 Well MRC, 3 Drop - echo	Plate Movement		bfaust	191004_refined_citrate_peg_yHSP90_screen	bryan	Manglik	0 minute
2019/10/05 02:34:52	Plate Inspection (Scheduled)	10848	104521	96 Well MRC, 3 Drop - echo	Visible	Visible (Default)	bfaust	191004_refined_citrate_peg_yHSP90_screen	bryan	Manglik	3.3 minutes
2019/10/05 02:34:23	Plate Move - Storage to Stage	10848		96 Well MRC, 3 Drop - echo	Plate Movement		bfaust	191004_refined_citrate_peg_yHSP90_screen	bryan	Manglik	0 minute
2019/10/05 02:29:07	Plate Move - Imager to Stage	10839		96 Well MRC, 3 Drop - echo	Plate Movement		ABLE_conc_screen	ABLE_2.6mM_100319	zgaleday	DeGrado	0 minute
2019/10/05 02:21:48	Plate Inspection (Scheduled)	10839	104520	96 Well MRC, 3 Drop - echo	Visible	Visible (Default)	ABLE_conc_screen	ABLE_2.6mM_100319	zgaleday	DeGrado	7 minutes
2019/10/05 02:21:17	Plate Move - Imager to Stage	10838		96 Well MRC, 3 Drop - echo	Plate Movement		ABLE_conc_screen	ABLE_1.3mM_100319	zgaleday	DeGrado	0 minute
