Time	Event Type	Plate ID	Insp. ID	Plate Type	Light Path	Setting	Project	Experiment	User Name	Group	Duration
2019/10/10 06:43:31	Plate Move - Imager to Stage	10856		96 Well Greiner Hanging, 1 Drop	Plate Movement		DIS41d54-45D8.1	20191006_DIS41d55miniC45D8.1_MSMSor4C	cbillesboelle	Manglik	0 minute
2019/10/10 06:42:47	Plate Move - Storage to Stage	10857		96 Well Greiner Hanging, 1 Drop	Plate Movement		DIS41d54-45D8.1	20191006_DIS41d55miniC45D8.1_MGor_4C	cbillesboelle	Manglik	0 minute
2019/10/10 06:32:43	Plate Inspection (Scheduled)	10856	104875	96 Well Greiner Hanging, 1 Drop	Visible		DIS41d54-45D8.1	20191006_DIS41d55miniC45D8.1_MSMSor4C	cbillesboelle	Manglik	10.6 minutes
2019/10/10 06:32:10	Plate Move - Imager to Stage	10795		96 Well MRC, 2 Drop	Plate Movement		20190925 nbf3 4 degrees	Classics Lite-25-Sep-19-4C	Neha Nirwan	Minor	0 minute
2019/10/10 06:31:28	Plate Move - Storage to Stage	10856		96 Well Greiner Hanging, 1 Drop	Plate Movement		DIS41d54-45D8.1	20191006_DIS41d55miniC45D8.1_MSMSor4C	cbillesboelle	Manglik	0 minute
2019/10/10 06:25:27	Plate Inspection (Scheduled)	10795	104874	96 Well MRC, 2 Drop	Visible		20190925 nbf3 4 degrees	Classics Lite-25-Sep-19-4C	Neha Nirwan	Minor	6.5 minutes
2019/10/10 06:24:53	Plate Move - Imager to Stage	10793		96 Well MRC, 2 Drop	Plate Movement		20190925 nbf3 4 degrees	Anions-25-Sep-19-4C	Neha Nirwan	Minor	0 minute
2019/10/10 06:24:13	Plate Move - Storage to Stage	10795		96 Well MRC, 2 Drop	Plate Movement		20190925 nbf3 4 degrees	Classics Lite-25-Sep-19-4C	Neha Nirwan	Minor	0 minute
2019/10/10 06:18:03	Plate Inspection (Scheduled)	10793	104872	96 Well MRC, 2 Drop	Visible		20190925 nbf3 4 degrees	Anions-25-Sep-19-4C	Neha Nirwan	Minor	6.6 minutes
2019/10/10 06:17:30	Plate Move - Imager to Stage	10805		96 Well MRC, 2 Drop	Plate Movement		20190925 nbf3 4 degrees	PEGs II-25-Sep-19-4C	Neha Nirwan	Minor	0 minute
2019/10/10 06:16:48	Plate Move - Storage to Stage	10793		96 Well MRC, 2 Drop	Plate Movement		20190925 nbf3 4 degrees	Anions-25-Sep-19-4C	Neha Nirwan	Minor	0 minute
2019/10/10 06:11:13	Plate Inspection (Scheduled)	10805	104871	96 Well MRC, 2 Drop	Visible	Visible (Default)	20190925 nbf3 4 degrees	PEGs II-25-Sep-19-4C	Neha Nirwan	Minor	6.1 minutes
2019/10/10 06:10:40	Plate Move - Imager to Stage	10794		96 Well MRC, 2 Drop	Plate Movement		20190925 nbf3 4 degrees	Cations-25-Sep-19-4C	Neha Nirwan	Minor	0 minute
